source_file,case_name,court,year,courtlistener_cluster_id,courtlistener_url,database_sources,source_text_status,sha256_lf
"9887279_2023_Wood v. Mutual Redevelopment Houses, Inc._nysd",,,,9887279,https://www.courtlistener.com/api/rest/v4/clusters/9887279/,RA; claims; csv,,
"9887873_2023_Blitz v. BLDG Management Co., Inc._nysd","Richard Blitz v. BLDG Management Co., Inc.",S.D.N.Y.,2023,9887873,https://www.courtlistener.com/api/rest/v4/clusters/9887873/,RA; claims; csv,,
9888024_2019_United States v. Matthew Bryan Caniff_ca11,,,,9888024,https://www.courtlistener.com/api/rest/v4/clusters/9888024/,3604; claims,,
9888149_2023_Liboy v. Russ_nysd,"Mark Liboy v. Gregory Russ, Lisa Bova-Hiatt, and New York City Housing Authority",S.D.N.Y.,2023,9888149,https://www.courtlistener.com/api/rest/v4/clusters/9888149/,RA; claims; csv,on file with author,99f3d9dc06e464a0cdaa9eb4be823974b1005936f455779742de67e5ab062258
9888590_2023_Rosa v. Pathstone Corporation_nysd,Felicia Rosa v. Pathstone Corporation,S.D.N.Y.,2023,9888590,https://www.courtlistener.com/api/rest/v4/clusters/9888590/,RA; claims; csv,,
9888683_2023_Rosa v. Pathstone Corporation_nysd,Felicia Rosa v. Pathstone Corporation,S.D.N.Y.,2023,9888683,https://www.courtlistener.com/api/rest/v4/clusters/9888683/,RA; claims; csv,,
"9888721_2023_Newco Family, LLC v. Haider_nysd",,,,9888721,https://www.courtlistener.com/api/rest/v4/clusters/9888721/,RA; 3604; claims; csv,,
9888944_2023_Watts v. Brito_nysd,Watts v. Brito,S.D.N.Y.,2023,9888944,https://www.courtlistener.com/api/rest/v4/clusters/9888944/,3604; claims; csv; phase1_patch,,
9889182_2020_Bostock v. Clayton County_scotus,,,,9889182,https://www.courtlistener.com/api/rest/v4/clusters/9889182/,3604; claims,,
9889710_2023_Syville v. City of New York_nysd,"Alphonso Syville v. City of New York, et al.",S.D.N.Y.,2023,9889710,https://www.courtlistener.com/api/rest/v4/clusters/9889710/,RA; claims; csv,on file with author,ab490c1814300258e1daee539aa293badf37d2f4b98cbda033ad540bb9edee6c
9890096_2023_Noe v. Ray Realty_nysd,"Carol Noe v. Ray Realty, et al.",S.D.N.Y.,2023,9890096,https://www.courtlistener.com/api/rest/v4/clusters/9890096/,RA; claims; csv; phase1_patch,,
9890153_2023_Rosa v. Pathstone Corporation_nysd,Felicia Rosa v. Pathstone Corporation,S.D.N.Y.,2023,9890153,https://www.courtlistener.com/api/rest/v4/clusters/9890153/,RA; claims; csv; phase1_patch,,
9890186_2023_Baltazar v. Pelican Managment Inc._nysd,"Mynor Federico Nunez Baltazar v. Pelican Management, Inc.",S.D.N.Y.,2023,9890186,https://www.courtlistener.com/api/rest/v4/clusters/9890186/,RA; claims; csv; phase1_patch,,
9890196_2023_Noel v. City Of New York_nysd,Shauna Noel v. City of New York,S.D.N.Y.,2023,9890196,https://www.courtlistener.com/api/rest/v4/clusters/9890196/,RA; claims; csv,,
9890323_2023_Lost Lake Holdings LLC v. Town of Forestburgh_nysd,Lost Lake Holdings LLC v. Town of Forestburgh,S.D.N.Y.,2023,9890323,https://www.courtlistener.com/api/rest/v4/clusters/9890323/,RA; claims; csv,,
9890376_2024_Gonzalez v. Tejada_nysd,Gonzalez v. Tejada,S.D.N.Y.,2024,9890376,https://www.courtlistener.com/api/rest/v4/clusters/9890376/,RA; 3604; claims; csv,on file with author,e5fb36160e4ddac939546375e04c863838dbc6f72c999f8a76396a47dbe7887d
9890404_2024_Jallow v. Geffner_nysd,"Yaya Jallow v. Edward I. Geffner, Project Renewal, et al.",S.D.N.Y.,2024,9890404,https://www.courtlistener.com/api/rest/v4/clusters/9890404/,RA; claims; csv; phase1_patch,on file with author,380078558e1db296dd9c673f7c03965f142f15f61b18c0ec65bf0b910134376f
9890495_2024_Warren v. 111 Tenants Corp._nysd,"Harold Warren, MD v. 111 Tenants Corporation",S.D.N.Y.,2024,9890495,https://www.courtlistener.com/api/rest/v4/clusters/9890495/,RA; claims; csv; phase1_patch,on file with author,382e7ca8dec5efca7c62c74ae990f6fee5740af6a1d4123c8e5ee2f6c89562b4
9890728_2024_Gonzalez v. Tejada_nysd,Omayra Gonzalez v. Danci Tejada Jr.; Westchester District Attorney; Berkshire Hathaway HomeServices,S.D.N.Y.,2024,9890728,https://www.courtlistener.com/api/rest/v4/clusters/9890728/,RA; claims; csv,on file with author,193c416b084b982f915631c8e923c8738d15ac65416367065b553d3c36e8d8ae
9890838_2024_Gambaro v. 1917 ACP Owner LLC_nysd,"Jeanette Gambaro and Joseph Gambaro v. 1917 ACP Owner LLC, Bruce Lederman, Sharp Management Corp., and The Clearstone Group Inc.",S.D.N.Y.,2024,9890838,https://www.courtlistener.com/api/rest/v4/clusters/9890838/,RA; claims; csv; phase1_patch,on file with author,1a5b9c13230acb7633c6a09a0cbf34730a18486754eb3a9d527db7b44ca920cf
"9890868_2024_Jane Doe v. Related Companies, LLP_nysd","Jane Doe v. Related Companies, LLP",S.D.N.Y.,2024,9890868,https://www.courtlistener.com/api/rest/v4/clusters/9890868/,RA; claims; csv; phase1_patch,,
"9890940_2024_Town of Newburgh, New York v. Newburgh EOM LLC_nysd",,,,9890940,https://www.courtlistener.com/api/rest/v4/clusters/9890940/,RA; claims; csv,,
9891146_2024_Monterroso v. City of New York_nysd,"Cynthia Monterroso v. City of New York, et al.",S.D.N.Y.,2024,9891146,https://www.courtlistener.com/api/rest/v4/clusters/9891146/,RA; 3604; claims; csv,on file with author,01482704b293627f72cc9f2db4f7a441a75173dea2974395d208cede83a6ecc9
9891340_2024_Ball v. Hope East of Fifth HDFC Inc._nysd,Raymond Ball v. Hope East of Fifth HDFC Inc.,S.D.N.Y.,2024,9891340,https://www.courtlistener.com/api/rest/v4/clusters/9891340/,RA; 3604; claims; csv,on file with author,5cbf8ecf58d36471d90890285dab134ac3dbfff33c913a3391ff0a466ab640eb
9891404_2024_Cullum v. Wyndham Hotels _ Resorts Corp._nysd,"Sandra L. Cullum and Deirdre Saleh v. Wyndham Hotels & Resorts Corp., Wyndham Destinations Inc., Geoffrey A. Ballotti, Elisabeth Gale, Broadridge Corporate Issuer Solutions",S.D.N.Y.,2024,9891404,https://www.courtlistener.com/api/rest/v4/clusters/9891404/,RA; claims; csv; phase1_patch,on file with author,dc5f482716614afc72ce3d564f3c7b10dd82462c63bbd30586ed289b4f4cfd29
9891560_2024_Katz v. New York City Housing Preservation _ Development_nysd,"Chaim Y. Katz and Chana Katz v. New York City Housing Preservation & Development, New York City Housing Development Corporation, Site 5 Residential Owner LLC, C&C Apartment Management LLC, and NRT New York LLC d/b/a Citi Habitats",S.D.N.Y.,2024,9891560,https://www.courtlistener.com/api/rest/v4/clusters/9891560/,RA; 3604; claims; csv,,
9891674_2024_Port Authority Police Lieutenants Benevolent Association Inc. v. Port Authority of New York and New Jersey_nysd,,,,9891674,https://www.courtlistener.com/api/rest/v4/clusters/9891674/,RA; claims; csv,,
9891794_2024_Levine v. Project Renewal_nysd,Morris Glen Levine v. Project Renewal,S.D.N.Y.,2024,9891794,https://www.courtlistener.com/api/rest/v4/clusters/9891794/,RA; 3604; claims; csv,on file with author,352011a84b6c61d2dfe98299cbaac60b30f7cb1b531620a8087a52dd0b188f77
9892170_2024_Tiffany Simone Fulton v. City of New York_nysd,Central Harlem Community (District 10); Silent Voices United Inc.; St. Nicholas Houses Resident Association; Tulinde LLC; Breaking the Chains of Your Mind v. City of New York; James Equities LLC; Douglas C. James; John and Jane Does,S.D.N.Y.,2024,9892170,https://www.courtlistener.com/api/rest/v4/clusters/9892170/,RA; claims; csv; phase1_patch,,
9892345_2024_Elliott v. City of New York_nysd,Roland Elliott v. City of New York,S.D.N.Y.,2024,9892345,https://www.courtlistener.com/api/rest/v4/clusters/9892345/,RA; claims; csv,on file with author,1f4bf3c95c9f9c0647137b8e2de814773194f4ebaf321799b3dacf3a44059720
9892631_2024_Monterroso v. City of New York_nysd,Cynthia Monterroso v. City of New York,S.D.N.Y.,2024,9892631,https://www.courtlistener.com/api/rest/v4/clusters/9892631/,RA; claims; csv,on file with author,9b9659ed64cea5ee19807f013708fb9c6e69084b045389f2dd7496ec92265e87
9892867_2024_Dickerson v. BPP PCV Owners LLC_nysd,Gloria D. Dickerson v. BPP PCV Owners LLC,S.D.N.Y.,2024,9892867,https://www.courtlistener.com/api/rest/v4/clusters/9892867/,RA; 3604; claims; csv,on file with author,bf843241fd0d08e52c9d6d79f1480bff1b1a046f1999d3e73683e14489a10944
9893212_2024_Jallow v. Geffner_nysd,,,,9893212,https://www.courtlistener.com/api/rest/v4/clusters/9893212/,RA; claims; csv,,
9893243_2024_Ball v. Hope East of Fifth HDFC Inc._nysd,Ball v. Hope East of Fifth HDFC Inc.,S.D.N.Y.,2024,9893243,https://www.courtlistener.com/api/rest/v4/clusters/9893243/,RA; claims; csv; phase1_patch,,
9893305_2024_Mendez v. Commissioner Molly Waslow Park_nysd,Franklin Mendez v. Commissioner Molly Waslow Park,S.D.N.Y.,2024,9893305,https://www.courtlistener.com/api/rest/v4/clusters/9893305/,RA; claims; csv; phase1_patch,,
9893379_2024_West v. The City of New York_nysd,"Helen Elaine West v. The City of New York, et al.",S.D.N.Y.,2024,9893379,https://www.courtlistener.com/api/rest/v4/clusters/9893379/,RA; claims; csv,on file with author,09d076b88e93794fe409faf767e2c2d3e00e849e33fc609f46f37fd7b4e407f0
9893393_2024_Komatsu v. The City of New York_nysd,,,,9893393,https://www.courtlistener.com/api/rest/v4/clusters/9893393/,RA; claims; csv,,
"9893419_2024_Avila v. ACACIA Network, Inc._nysd","Jimmy Avila v. Acacia Network, Inc.",S.D.N.Y.,2024,9893419,https://www.courtlistener.com/api/rest/v4/clusters/9893419/,RA; 3604; claims; csv,on file with author,6734173f6d3c423f041d5e4e6f28b33e226453456dd26ceac98029f1d1e4210e
9893577_2024_County Of Orange v. The Crossroads Hotel_nysd,,,,9893577,https://www.courtlistener.com/api/rest/v4/clusters/9893577/,RA; claims; csv,,
9893874_2024_Noe v. Ray Realty_nysd,"Carol Noe v. Ray Realty, et al.",S.D.N.Y.,2024,9893874,https://www.courtlistener.com/api/rest/v4/clusters/9893874/,RA; claims; csv,on file with author,b1a2a9eb406ea309aaee81e95528a0a1b06572820e3ce3bb2b51918adf83da94
"9893976_2024_Olsen v. The Sherry Netherland, Inc._nysd","Olsen v. The Sherry Netherland, Inc.",S.D.N.Y.,2024,9893976,https://www.courtlistener.com/api/rest/v4/clusters/9893976/,RA; claims; csv,,
9896571_2021_Paladino v. Beaumont_nywd,"Michael R. Paladino v. Jason Beaumont, F/S Properties, and Eagle Roy",W.D.N.Y.,2021,9896571,https://www.courtlistener.com/api/rest/v4/clusters/9896571/,RA; claims; csv; phase1_patch,,
"9898221_2022_Moore v. Capital Realty Group, Inc._nywd","Jerry W. Moore v. Capital Realty Group, Inc.",W.D.N.Y.,2022,9898221,https://www.courtlistener.com/api/rest/v4/clusters/9898221/,RA; claims; csv; phase1_patch,,
"9898381_2022_Moore v. Capital Realty Group, Inc._nywd","Jerry W. Moore v. Capital Realty Group, Inc.",W.D.N.Y.,2022,9898381,https://www.courtlistener.com/api/rest/v4/clusters/9898381/,RA; claims; csv,,
"9898468_2022_Moore v. Capital Realty Group, Inc._nywd","Jerry W. Moore v. Capital Realty Group, Inc.",W.D.N.Y.,2022,9898468,https://www.courtlistener.com/api/rest/v4/clusters/9898468/,RA; claims; csv,,
9899197_2023_Meadows v. Buffalo Police Department_nywd,"Carolette Meadows v. Buffalo Police Department, et al.",W.D.N.Y.,2023,9899197,https://www.courtlistener.com/api/rest/v4/clusters/9899197/,RA; claims; csv,on file with author,6f571e325aa6c5667241032e92a5a12947dab8d55f9c558166c1f788636907a2
"9899693_2023_Moore v. Capital Realty Group, Inc._nywd","Jerry W. Moore v. Capital Realty Group, Inc.",W.D.N.Y.,2023,9899693,https://www.courtlistener.com/api/rest/v4/clusters/9899693/,RA; claims; csv,,
"9900160_2024_Moore v. Capital Realty Group, Inc._nywd","Jerry W. Moore v. Capital Realty Group, Inc.",W.D.N.Y.,2024,9900160,https://www.courtlistener.com/api/rest/v4/clusters/9900160/,RA; claims; csv,on file with author,2842782a6254fa04dff895151268b8589458fb560f477d533d3221d2c3fcecdd
"9900237_2023_Moore v. Niagara Frontier Transportation Authority,Inc._nywd",,,,9900237,https://www.courtlistener.com/api/rest/v4/clusters/9900237/,RA; claims; csv,,
9900376_2024_Meadows v. Buffalo Police Department_nywd,Meadows v. Buffalo Police Department,W.D.N.Y.,2024,9900376,https://www.courtlistener.com/api/rest/v4/clusters/9900376/,RA; claims; csv,on file with author,3f2f497ffd2769cc6bea5b65026ccdce393025b462ba1a465a7e277676ba492c
9900555_2024_Jones v. Homestate Asset Management LLC_nywd,Tedric Kewon Jones v. Homestate Asset Management LLC,W.D.N.Y.,2024,9900555,https://www.courtlistener.com/api/rest/v4/clusters/9900555/,RA; 3604; claims; csv; phase1_patch; phase2_extraction,,
9900765_2019_Muhammad v. Wilhite_ohnd,Jerry Muhammad v. Jacob Wilhite,N.D. Ohio,2019,9900765,https://www.courtlistener.com/api/rest/v4/clusters/9900765/,3604; claims; csv,on file with author,8948ef6ef991c02faac2c5b5bac039047a3d8ea1dc07d6c6dd57cfd0e37279ef
"9900958_2019_Phillips v. Acacia on the Green Condominium Association, Inc._ohnd","Phillips v. Acacia on the Green Condominium Association, Inc.",N.D. Ohio,2019,9900958,https://www.courtlistener.com/api/rest/v4/clusters/9900958/,3604; claims; csv,,
"9902206_2020_Phillips v. Acacia on the Green Condominium Association, Inc._ohnd","Gene B. Phillips, et al. v. Acacia on the Green Condominium Association, Inc., et al.",N.D. Ohio,2020,9902206,https://www.courtlistener.com/api/rest/v4/clusters/9902206/,3604; claims; csv,,
"9902725_2021_Lake-Geauga Recovery Centers, Inc. v. Munson Township_ohnd","Lake-Geauga Recovery Centers, Inc. v. Munson Township",N.D. Ohio,2021,9902725,https://www.courtlistener.com/api/rest/v4/clusters/9902725/,RA; 3604; claims; csv,,
9902915_2021_McCoy v. Akron Police Department_ohnd,McCoy v. Akron Police Department,N.D. Ohio,2021,9902915,https://www.courtlistener.com/api/rest/v4/clusters/9902915/,RA; claims; csv,on file with author,df0c235be0bb5abd831f634998c3a79f1dc2cca560f1c16e4c20ad9702dc222b
9903260_2021_Alghusain v. Nemeth_ohnd,"Ameer Alghusain v. Jason L. Nemeth, et al.",N.D. Ohio,2021,9903260,https://www.courtlistener.com/api/rest/v4/clusters/9903260/,RA; 3604; claims; csv,on file with author,7368fb197dd98897137c1542480a2e774c639fccf81e5b55b8f498dee3168390
9903482_2021_Davis v. Cornely_ohnd,"Donald Davis v. Mary Z. Cornely, et al.",N.D. Ohio,2021,9903482,https://www.courtlistener.com/api/rest/v4/clusters/9903482/,RA; 3604; claims; csv,,
9906035_2023_Pickett v. City of Cleveland_ohnd,"Albert Pickett, Jr. v. City of Cleveland",N.D. Ohio,2023,9906035,https://www.courtlistener.com/api/rest/v4/clusters/9906035/,RA; 3604; claims; csv,,
9906431_2024_United States v. Pedaline_ohnd,"United States of America v. Joseph Pedaline, et al.",N.D. Ohio,2024,9906431,https://www.courtlistener.com/api/rest/v4/clusters/9906431/,RA; 3604; claims; csv,,
"9906570_2024_Mindale Farms Co. v. City of Tallmadge, Ohio_ohnd","Mindale Farms Co. v. City of Tallmadge, Ohio",N.D. Ohio,2024,9906570,https://www.courtlistener.com/api/rest/v4/clusters/9906570/,RA; claims; csv,on file with author,9448bbd92774b35c73b78be1774ba6f229830d912a77f3ffa08c3901e33c23b0
9906682_2024_Hogan v. Moraitis_ohnd,,,,9906682,https://www.courtlistener.com/api/rest/v4/clusters/9906682/,RA; claims; csv,,
9906705_2024_Culver v. Churchill_ohnd,"Chelsea Culver, et al. v. Melissa Churchill, et al.",N.D. Ohio,2024,9906705,https://www.courtlistener.com/api/rest/v4/clusters/9906705/,RA; claims; csv; phase1_patch; phase2_extraction,,
"9909319_2020_Cooper v. PJ Apartments, LLC, dba Village Square Apartments_ohsd","Lisa Renee Cooper v. PJ Apartments, LLC, dba Village Square Apartments",S.D. Ohio,2020,9909319,https://www.courtlistener.com/api/rest/v4/clusters/9909319/,3604; claims; csv,,
9910433_2021_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority,S.D. Ohio,2021,9910433,https://www.courtlistener.com/api/rest/v4/clusters/9910433/,RA; 3604; claims; csv,,
9910810_2021_UFM Realty Corporation v. Matthews_ohsd,UFM Realty Corporation v. Matthews,S.D. Ohio,2021,9910810,https://www.courtlistener.com/api/rest/v4/clusters/9910810/,RA; claims; csv; phase1_patch,,
9911207_2021_Vanessa McQueen v. City of Cincinnati_ohsd,Vanessa McQueen v. City of Cincinnati,S.D. Ohio,2021,9911207,https://www.courtlistener.com/api/rest/v4/clusters/9911207/,RA; claims; csv; phase1_patch,on file with author,5b1089578c3707c8a3a69bbc033b8c39832d490853a7bf6625e2fd73b36a50a7
"9911698_2021_Seattle House LLC v. City of Delaware, Ohio_ohsd","Seattle House, LLC v. City of Delaware, Ohio",S.D. Ohio,2021,9911698,https://www.courtlistener.com/api/rest/v4/clusters/9911698/,RA; claims; csv,,
9912129_2021_Jetter v. City of Cincinnati_ohsd,"Deborah Jetter, et al. v. City of Cincinnati",S.D. Ohio,2021,9912129,https://www.courtlistener.com/api/rest/v4/clusters/9912129/,RA; claims; csv,,
"9912452_2021_Price v. Country Brook Homeowners' Association, Inc._ohsd","Katherine Bebe Price, et al. v. Country Brook Homeowners' Association, Inc., et al.",S.D. Ohio,2021,9912452,https://www.courtlistener.com/api/rest/v4/clusters/9912452/,RA; 3604; claims; csv,,
9912582_2021_Price v. Oxley_ohsd,"Katherine Bebe Price, et al. v. Scott G. Oxley, et al.",S.D. Ohio,2021,9912582,https://www.courtlistener.com/api/rest/v4/clusters/9912582/,RA; 3604; claims; csv,on file with author,744a0edd3c5ae8900104a8dd507e2496958a761e9679b7a161d44e28632c669f
9912829_2021_United States v. Klosterman_ohsd,United States v. Klosterman,S.D. Ohio,2021,9912829,https://www.courtlistener.com/api/rest/v4/clusters/9912829/,RA; claims; csv,,
9913261_2022_TD Investments LLC v. National City Bank_ohsd,,,,9913261,https://www.courtlistener.com/api/rest/v4/clusters/9913261/,RA; claims; csv,,
9913564_2022_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,Dayton Veterans Residences Limited Partnership v. Dayton Metropolitan Housing Authority,S.D. Ohio,2022,9913564,https://www.courtlistener.com/api/rest/v4/clusters/9913564/,RA; 3604; claims; csv; phase1_patch,,
9913567_2022_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority,S.D. Ohio,2022,9913567,https://www.courtlistener.com/api/rest/v4/clusters/9913567/,RA; 3604; claims; csv,,
9913576_2022_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority,S.D. Ohio,2022,9913576,https://www.courtlistener.com/api/rest/v4/clusters/9913576/,RA; 3604; claims; csv,,
9913601_2022_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority,S.D. Ohio,2022,9913601,https://www.courtlistener.com/api/rest/v4/clusters/9913601/,RA; claims; csv,,
9913834_2022_Chapman v. Franklin County Sheriff_ohsd,Tasha Chapman v. Franklin County Sheriff,S.D. Ohio,2022,9913834,https://www.courtlistener.com/api/rest/v4/clusters/9913834/,RA; claims; csv; phase1_patch,,
9913930_2022_Jetter v. City of Cincinnati_ohsd,"Dennis Howell, et al. v. City of Cincinnati",S.D. Ohio,2022,9913930,https://www.courtlistener.com/api/rest/v4/clusters/9913930/,RA; claims; csv,,
9913950_2022_Chapman v. Franklin County Sheriff_ohsd,Chapman v. Franklin County Sheriff,S.D. Ohio,2022,9913950,https://www.courtlistener.com/api/rest/v4/clusters/9913950/,RA; 3604; claims; csv,on file with author,733324e342dc30ab249791a7a2b59bb0e3b419555be707819072270f7913b102
9914173_2022_McComb v. Dominium Property Management_ohsd,"Robert McComb v. Dominium Property Management, et al.",S.D. Ohio,2022,9914173,https://www.courtlistener.com/api/rest/v4/clusters/9914173/,RA; claims; csv,on file with author,4d1293afd582be9de17dabca0e619ef9b65e830ef2805de123ed758f8b6b8a58
9914456_2022_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority,S.D. Ohio,2022,9914456,https://www.courtlistener.com/api/rest/v4/clusters/9914456/,RA; 3604; claims; csv,,
9914459_2022_Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority_ohsd,"Dayton Veterans Residences Limited Partnership, d/b/a Freedom's Path at Dayton v. Dayton Metropolitan Housing Authority",S.D. Ohio,2022,9914459,https://www.courtlistener.com/api/rest/v4/clusters/9914459/,RA; claims; csv,,
"9914849_2022_A. R. v. Wyndham Hotels and Resorts, Inc._ohsd",,,,9914849,https://www.courtlistener.com/api/rest/v4/clusters/9914849/,RA; claims; csv,,
9914876_2022_Epps v. United States of America_ohsd,"Alicia A. Epps v. Carl Linder, III, et al.",S.D. Ohio,2022,9914876,https://www.courtlistener.com/api/rest/v4/clusters/9914876/,RA; claims; csv; phase1_patch,on file with author,2fa7bef549d7444f2e2d389cb31671d2a0d06f37e9f2aab68e805273ef22416e
"9914937_2022_A.W. v. Red Roof Inns, Inc._ohsd",,,,9914937,https://www.courtlistener.com/api/rest/v4/clusters/9914937/,RA; claims; csv,,
9915088_2023_Leonard v. Montgomery_ohsd,Ronald D. Leonard v. Amy Montgomery,S.D. Ohio,2023,9915088,https://www.courtlistener.com/api/rest/v4/clusters/9915088/,3604; claims; csv; phase1_patch; phase2_extraction,,
9915100_2023_Brown v. Dominion Management Services LLC_ohsd,Jeanette Brown v. Dominion Management Services LLC,S.D. Ohio,2023,9915100,https://www.courtlistener.com/api/rest/v4/clusters/9915100/,RA; claims; csv,on file with author,72ef777948a284175d68cae67eff46cd3e244983d937bf304f51f4b988bfed01
9915430_2023_Chappel v. Adams County Children's Services_ohsd,Dawn Chappel v. Adams County Children's Services,S.D. Ohio,2023,9915430,https://www.courtlistener.com/api/rest/v4/clusters/9915430/,RA; claims; csv; phase1_patch,on file with author,98d755018469a4dc1e1c60bd15bd45c02443700b5f8a39d03515f8ecb7d68fa7
9915788_2023_Epps v. United States of America_ohsd,"Alicia A. Epps v. Carl Linder, III, et al.",S.D. Ohio,2023,9915788,https://www.courtlistener.com/api/rest/v4/clusters/9915788/,RA; claims; csv; phase1_patch,,
9915860_2023_Foster v. Henderson_ohsd,,,,9915860,https://www.courtlistener.com/api/rest/v4/clusters/9915860/,RA; claims; csv,,
"9915878_2023_Carr v. Meta Platform, Inc._ohsd",,,,9915878,https://www.courtlistener.com/api/rest/v4/clusters/9915878/,RA; claims; csv,,
9915985_2023_Jetter v. City of Cincinnati_ohsd,"Dennis Howell, et al. v. City of Cincinnati",S.D. Ohio,2023,9915985,https://www.courtlistener.com/api/rest/v4/clusters/9915985/,RA; claims; csv,,
"9916059_2023_Carr v. Google Inc., a Delaware Corporation_ohsd",,,,9916059,https://www.courtlistener.com/api/rest/v4/clusters/9916059/,RA; claims; csv,,
9916064_2023_Rudolph v. Green_ohsd,"Isis Rudolph v. Michael Green, et al.",S.D. Ohio,2023,9916064,https://www.courtlistener.com/api/rest/v4/clusters/9916064/,RA; claims; csv,on file with author,471a96f75bb693be6073498b1a65c8462991cc2c67bbaa81a8752f7c121299b2
"9916072_2023_Carr v. OneTouchPoint, Inc._ohsd",,,,9916072,https://www.courtlistener.com/api/rest/v4/clusters/9916072/,RA; claims; csv,,
"9916424_2023_T.E. v. Wyndham Hotels _ Resorts, Inc._ohsd",,,,9916424,https://www.courtlistener.com/api/rest/v4/clusters/9916424/,RA; claims; csv,,
"9917351_2024_T.E. v. Wyndham Hotels _ Resorts, Inc._ohsd",,,,9917351,https://www.courtlistener.com/api/rest/v4/clusters/9917351/,RA; claims; csv,,
"9917678_2024_K.F. v. Choice Hotels International, Inc._ohsd",,,,9917678,https://www.courtlistener.com/api/rest/v4/clusters/9917678/,RA; claims; csv,,
"9917698_2024_T.D.P. v. Choice Hotels International, Inc._ohsd",,,,9917698,https://www.courtlistener.com/api/rest/v4/clusters/9917698/,RA; claims; csv,,
"9917699_2024_G. M. v. Choice Hotels International, Inc._ohsd",,,,9917699,https://www.courtlistener.com/api/rest/v4/clusters/9917699/,RA; claims; csv,,
"9917733_2024_D. T. v. Red Roof Inns, Inc._ohsd",,,,9917733,https://www.courtlistener.com/api/rest/v4/clusters/9917733/,RA; claims; csv,,
"9917736_2024_K.L. v. Red Roof Inns, Inc._ohsd",,,,9917736,https://www.courtlistener.com/api/rest/v4/clusters/9917736/,RA; claims; csv,,
"9917737_2024_A.Y.S. v. Red Roof Inns, Inc._ohsd",,,,9917737,https://www.courtlistener.com/api/rest/v4/clusters/9917737/,RA; claims; csv,,
"9917738_2024_R.C.C. v. Red Roof Inns, Inc._ohsd",,,,9917738,https://www.courtlistener.com/api/rest/v4/clusters/9917738/,RA; claims; csv,,
"9917739_2024_D.K. v. Red Roof Inns, Inc._ohsd",,,,9917739,https://www.courtlistener.com/api/rest/v4/clusters/9917739/,RA; claims; csv,,
"9917741_2024_K. W. v. Red Roof Inns, Inc._ohsd",,,,9917741,https://www.courtlistener.com/api/rest/v4/clusters/9917741/,RA; claims; csv,,
"9917747_2024_C. B. v. Red Roof Inns, Inc._ohsd",,,,9917747,https://www.courtlistener.com/api/rest/v4/clusters/9917747/,RA; claims; csv,,
"9917752_2024_J. B. v. Red Roof Inns, Inc._ohsd",,,,9917752,https://www.courtlistener.com/api/rest/v4/clusters/9917752/,RA; claims; csv,,
"9917754_2024_R.K. v. Red Roof Inns, Inc._ohsd",,,,9917754,https://www.courtlistener.com/api/rest/v4/clusters/9917754/,RA; claims; csv,,
"9917758_2024_R.H. v. Red Roof Inns, Inc._ohsd",,,,9917758,https://www.courtlistener.com/api/rest/v4/clusters/9917758/,RA; claims; csv,,
"9917760_2024_A.Y. v. Red Roof Inns, Inc._ohsd",,,,9917760,https://www.courtlistener.com/api/rest/v4/clusters/9917760/,RA; claims; csv,,
"9917764_2024_R. Z. v. Red Roof Inns, Inc._ohsd",,,,9917764,https://www.courtlistener.com/api/rest/v4/clusters/9917764/,RA; claims; csv,,
"9917766_2024_A.S. v. Red Roof Inns, Inc._ohsd",,,,9917766,https://www.courtlistener.com/api/rest/v4/clusters/9917766/,RA; claims; csv,,
"9917768_2024_C.C. v. Wyndham Hotels _ Resorts, Inc._ohsd",,,,9917768,https://www.courtlistener.com/api/rest/v4/clusters/9917768/,RA; claims; csv,,
"9917776_2024_N. B. v. Red Roof Inns, Inc._ohsd",,,,9917776,https://www.courtlistener.com/api/rest/v4/clusters/9917776/,RA; claims; csv,,
"9917782_2024_G. G. v. Red Roof Inns, Inc._ohsd",,,,9917782,https://www.courtlistener.com/api/rest/v4/clusters/9917782/,RA; claims; csv,,
"9917788_2024_G. M. v. Choice Hotels International, Inc._ohsd",,,,9917788,https://www.courtlistener.com/api/rest/v4/clusters/9917788/,RA; claims; csv,,
"9917789_2024_G. M. v. Choice Hotels International, Inc._ohsd",,,,9917789,https://www.courtlistener.com/api/rest/v4/clusters/9917789/,RA; claims; csv,,
"9917792_2024_K.F. v. Choice Hotels International, Inc._ohsd",,,,9917792,https://www.courtlistener.com/api/rest/v4/clusters/9917792/,RA; claims; csv,,
